scaler_numeric__imputer_0__days_active,scaler_numeric__imputer_0__R,scaler_numeric__imputer_0__F,scaler_numeric__imputer_0__M,scaler_numeric__imputer_minus_1__Avg Purchase Gap,scaler_numeric__imputer_0__add_to_cart_to_purchase_ratios,scaler_numeric__imputer_0__add_to_wishlist_to_purchase_ratios,scaler_numeric__imputer_0__click_wishlist_page_to_purchase_ratios,scaler_numeric__imputer_0__cart_to_purchase_ratios_category,scaler_numeric__imputer_0__cart_to_purchase_ratios_subcategory,scaler_numeric__imputer_0__wishlist_to_purchase_ratios_category,scaler_numeric__imputer_0__wishlist_to_purchase_ratios_subcategory,scaler_numeric__imputer_0__click_wishlist_to_purchase_ratios_category,scaler_numeric__imputer_0__click_wishlist_to_purchase_ratios_subcategory,scaler_numeric__imputer_0__product_view_to_purchase_ratios_category,scaler_numeric__imputer_0__product_view_to_purchase_ratios_subcategory,ohe_encoder__imputer_categorical__Loyalty_Bronze,ohe_encoder__imputer_categorical__Loyalty_Gold,ohe_encoder__imputer_categorical__Loyalty_Platinum,ohe_encoder__imputer_categorical__Loyalty_Silver,ohe_encoder__imputer_categorical__user_path_add_to_cart,ohe_encoder__imputer_categorical__user_path_click_wishlist_page-->add_to_cart,ohe_encoder__imputer_categorical__user_path_others,ohe_encoder__imputer_categorical__user_path_product_view-->read_reviews-->add_to_cart,ohe_encoder__imputer_categorical__user_path_product_view-->read_reviews-->click_wishlist_page-->add_to_cart,ohe_encoder__imputer_categorical__user_path_read_reviews-->add_to_cart,ohe_encoder__imputer_categorical__user_path_read_reviews-->click_wishlist_page-->add_to_cart,ohe_encoder__imputer_categorical__user_path_read_reviews-->product_view-->click_wishlist_page-->add_to_cart,ohe_encoder__imputer_categorical__user_path_search-->product_view-->click_wishlist_page-->add_to_cart,ohe_encoder__imputer_categorical__user_path_search-->product_view-->read_reviews-->add_to_cart,ohe_encoder__imputer_categorical__user_path_search-->read_reviews-->click_wishlist_page-->add_to_cart,target_encoders__imputer_categorical__Category,target_encoders__imputer_categorical__SubCategory
-0.5222386131101564,0.2400207070538787,-0.14962059604492542,0.2953318389707841,-0.4052525700332791,0.7070791614462411,-0.3174109301822692,-0.580488627492186,0.7461663866927131,0.722845153107702,-0.6532282290917177,-0.36544486921238867,-1.3067593011730008,-0.5778142684056853,-1.3845552235775003,-0.7253595096656169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5506247568984207,0.5506247568984207
2.517550279751719,-0.401047257355848,-0.14962059604492542,1.6211832862651554,-0.4052525700332791,-0.2253814827109893,1.7069832139525054,1.0067653733827764,0.7461663866927131,0.722845153107702,2.9117121111089874,1.0758423719803965,1.0863107181192626,-0.5778142684056853,1.5368111162740314,0.40321522516648717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5161863606301746,0.42051628253542284
0.23770861010531247,0.8810886714636055,-0.14962059604492542,1.6211832862651554,-0.4052525700332791,0.7070791614462411,-0.3174109301822692,-0.580488627492186,-1.1021471527948825,0.722845153107702,-0.6532282290917177,-0.36544486921238867,-0.8635981864892484,-0.5778142684056853,-0.7353627036104932,-0.7253595096656169,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44420334344950607,0.5506247568984207
-0.5222386131101564,-1.0421152217655747,-0.835923764859692,-1.0305196083235872,-0.4052525700332791,-1.1578421268682197,-0.3174109301822692,-0.580488627492186,0.7461663866927131,-1.2862041637624426,-0.6532282290917177,-0.36544486921238867,0.6874657149038852,-0.5778142684056853,0.5630223363235208,-0.7253595096656169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5117187531590679,0.42051628253542284
-0.5222386131101564,0.8810886714636055,-0.14962059604492542,-0.36759388467640153,-0.4052525700332791,0.7070791614462411,-0.3174109301822692,1.0067653733827764,-0.1339829178251895,0.722845153107702,1.1292419410086347,-0.36544486921238867,0.1889094608846637,0.9703611047193891,1.1194730677238127,-0.7253595096656169,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855492566849934,0.5506247568984207
1.7576030565362504,-0.401047257355848,-0.14962059604492542,1.6211832862651554,-0.4052525700332791,-0.2253814827109893,-0.3174109301822692,-0.05140396053386526,1.5676390709094221,0.722845153107702,-0.6532282290917177,-0.36544486921238867,1.3522073869295137,0.9703611047193891,0.5630223363235208,0.40321522516648717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857653020244156,0.41483976957417174
-0.5222386131101564,-1.0421152217655747,-0.835923764859692,-1.0305196083235872,-0.4052525700332791,-1.1578421268682197,-0.3174109301822692,-0.580488627492186,-0.48604263963235067,-1.2862041637624426,-0.6532282290917177,-0.36544486921238867,-0.9743884651601865,-0.5778142684056853,-0.7353627036104932,-0.7253595096656169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857653020244156,0.42051628253542284
-0.5222386131101564,-0.401047257355848,-0.14962059604492542,0.2953318389707841,-0.4052525700332791,0.7070791614462411,-0.3174109301822692,-0.580488627492186,0.042046943078390964,0.722845153107702,0.3370329765195893,-0.36544486921238867,0.3550948788910709,-0.5778142684056853,0.23842607634001742,-0.7253595096656169,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4872519585675518,0.5506247568984207
0.9976558333207814,0.8810886714636055,1.909288910399374,1.6211832862651554,2.5926202601504422,0.7070791614462411,3.73137735808728,2.594019374257739,0.3354300445843586,0.722845153107702,0.3370329765195893,1.0758423719803965,-0.19885651446361965,0.9703611047193891,0.23842607634001742,1.5317899599985911,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5411659952145242,0.5506247568984207
-0.5222386131101564,0.8810886714636055,-0.14962059604492542,1.6211832862651554,-0.4052525700332791,0.7070791614462411,-0.3174109301822692,1.0067653733827764,0.7461663866927131,0.722845153107702,-0.6532282290917177,-0.36544486921238867,-0.6420176291473721,0.19627341815685184,-0.7353627036104932,0.40321522516648717,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506247568984207,0.5506247568984207
4.037444726182657,0.8810886714636055,1.909288910399374,1.6211832862651554,0.1805386726462986,0.7070791614462411,3.73137735808728,2.594019374257739,0.7461663866927131,0.722845153107702,0.1389807353973279,1.0758423719803965,1.3522073869295137,0.9703611047193891,-0.41076644362698966,0.40321522516648717,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42051628253542284,0.42051628253542284
-0.5222386131101564,-1.0421152217655747,-0.835923764859692,-1.0305196083235872,-0.4052525700332791,-1.1578421268682197,-0.3174109301822692,-0.580488627492186,-0.6400687679229836,-0.6165210581390611,-0.09868195394938582,1.0758423719803965,-0.46072444586765526,-0.06175581069732723,0.13022732301218287,1.5317899599985911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41104854595040247,0.41483976957417174
-0.5222386131101564,-1.0421152217655747,-0.835923764859692,-1.0305196083235872,-0.4052525700332791,-1.1578421268682197,-0.3174109301822692,-0.580488627492186,-0.1339829178251895,-0.28167950532737035,1.1292419410086347,2.5171296131731813,0.1889094608846637,0.45430264701103085,1.1194730677238127,2.284173116553327,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48855492566849934,0.44107231892242865
